iter_count,highest_fit,best_circuit,no_units,iter_max,best_count_lim,p_mutation,p_crossing,no_circuits,value_weight,waste_weight
634,165.753,2 10 7 7 6 7 1 9 11 0 9 7 8 7 5 0 4 4 3 0 2 ,10,5000,200,0.01,0.9,100,100,500
1150,165.753,5 10 1 0 7 7 6 1 9 0 5 1 3 4 11 0 4 1 2 1 8 ,10,5000,200,0.01,0.9,100,100,500
829,165.753,8 9 2 4 7 9 1 5 8 5 3 10 9 9 0 3 11 9 6 5 4 ,10,5000,200,0.01,0.9,100,100,500
629,165.753,4 5 7 5 0 7 11 1 8 1 9 10 1 1 3 5 4 0 2 1 6 ,10,5000,200,0.01,0.9,100,100,500
860,165.753,2 7 4 3 7 1 5 10 1 6 11 1 8 3 2 3 6 1 9 1 0 ,10,5000,200,0.01,0.9,100,100,500
662,165.753,9 7 6 7 0 7 1 5 8 8 11 10 7 3 4 5 3 5 9 7 2 ,10,5000,200,0.01,0.9,100,100,500
841,139.69,5 9 6 10 9 1 5 9 0 7 11 9 3 7 4 1 2 10 1 8 7 ,10,5000,200,0.025,0.9,100,100,500
1084,165.753,1 8 3 8 0 10 8 8 6 2 1 4 11 8 7 9 5 2 9 2 4 ,10,5000,200,0.025,0.9,100,100,500
882,165.753,6 3 4 9 11 3 0 7 8 3 5 8 1 3 2 10 3 7 9 7 6 ,10,5000,200,0.025,0.9,100,100,500
597,154.573,4 7 11 9 6 9 0 9 5 9 3 7 1 9 2 8 4 10 9 8 7 ,10,5000,200,0.025,0.9,100,100,500
723,165.753,7 4 11 6 9 6 3 5 0 8 7 8 4 8 5 6 1 10 6 6 2 ,10,5000,200,0.025,0.9,100,100,500
808,165.753,9 2 11 5 0 6 9 6 5 3 8 6 2 10 3 3 4 3 1 3 7 ,10,5000,200,0.025,0.9,100,100,500
1412,165.023,5 9 1 9 5 3 6 9 0 0 8 3 2 3 4 1 11 0 7 10 3 ,10,5000,200,0.025,0.9,100,100,500
1226,165.023,9 4 7 4 0 1 5 0 8 10 1 0 3 1 2 4 9 7 11 1 6 ,10,5000,200,0.025,0.9,100,100,500
853,165.753,3 8 5 7 11 0 9 0 2 5 1 8 7 0 4 8 3 10 0 0 6 ,10,5000,200,0.025,0.9,100,100,500
1177,165.753,8 1 11 9 8 5 3 5 4 7 0 9 7 5 2 9 1 5 6 10 5 ,10,5000,200,0.025,0.9,100,100,500
819,159.204,1 6 2 8 5 6 1 0 4 2 9 8 3 10 8 2 11 6 0 8 7 ,10,5000,200,0.05,0.9,100,100,500
568,129.014,6 5 1 9 4 10 3 10 5 5 8 3 9 5 0 6 11 5 7 2 6 ,10,5000,200,0.05,0.9,100,100,500
1364,165.023,8 4 1 4 3 0 5 4 8 10 0 0 7 3 9 0 6 0 2 3 11 ,10,5000,200,0.05,0.9,100,100,500
1006,129.463,0 3 7 8 9 6 5 8 1 3 2 6 11 3 9 3 4 10 3 8 0 ,10,5000,200,0.05,0.9,100,100,500
1303,160.047,4 6 5 3 2 8 11 9 8 6 7 3 1 9 3 3 0 9 4 10 6 ,10,5000,200,0.05,0.9,100,100,500
1620,165.753,2 7 1 7 8 7 0 9 2 3 11 9 3 5 4 9 5 7 6 10 7 ,10,5000,200,0.05,0.9,100,100,500
1061,165.753,5 9 3 9 0 8 11 4 2 7 8 9 6 9 1 10 9 7 5 7 4 ,10,5000,200,0.05,0.9,100,100,500
677,97.1283,6 10 2 2 8 10 1 8 6 2 3 0 4 8 9 1 11 0 5 5 7 ,10,5000,200,0.05,0.9,100,100,500
1092,137.661,8 3 6 3 7 9 11 10 0 6 5 9 2 3 9 3 8 0 4 3 1 ,10,5000,200,0.05,0.9,100,100,500
579,71.0753,7 9 2 9 0 1 3 5 8 1 5 6 11 9 1 6 2 6 4 10 6 ,10,5000,200,0.05,0.9,100,100,500
798,86.6167,0 2 4 3 0 3 8 10 2 2 7 3 6 10 8 8 9 5 1 2 11 ,10,5000,200,0.1,0.9,100,100,500
297,93.4982,3 10 4 8 3 4 5 4 2 8 3 1 9 4 7 2 11 10 0 4 6 ,10,5000,200,0.1,0.9,100,100,500
