iter_count,highest_fit,best_circuit,no_units,iter_max,best_count_lim,p_mutation,p_crossing,no_circuits,value_weight,waste_weight
277,24.8163,3 5 1 0 2 0 3 1 4 1 6 ,5,5000,200,0.1,0.7,100,100,500
246,24.8163,3 2 6 5 2 1 4 2 0 1 3 ,5,5000,200,0.1,0.7,100,100,500
257,24.8163,0 2 3 5 2 1 4 2 6 1 0 ,5,5000,200,0.1,0.7,100,100,500
361,24.8163,2 3 6 5 3 3 0 1 4 1 2 ,5,5000,200,0.1,0.7,100,100,500
221,24.8163,3 4 3 4 0 1 6 1 2 5 1 ,5,5000,200,0.1,0.7,100,100,500
251,24.8163,4 1 3 5 0 0 6 1 4 0 2 ,5,5000,200,0.1,0.7,100,100,500
204,24.8163,3 4 6 2 3 5 4 4 0 2 1 ,5,5000,200,0.1,0.7,100,100,500
297,24.8163,2 1 2 5 4 4 3 4 6 1 0 ,5,5000,200,0.1,0.7,100,100,500
292,24.8163,0 3 1 3 6 5 3 2 4 2 0 ,5,5000,200,0.1,0.7,100,100,500
207,24.8163,1 3 6 3 0 4 1 4 2 5 3 ,5,5000,200,0.1,0.6,100,100,500
249,24.8163,1 5 2 2 3 0 4 2 6 0 1 ,5,5000,200,0.1,0.6,100,100,500
234,24.8163,2 5 4 0 2 4 3 4 6 0 1 ,5,5000,200,0.1,0.6,100,100,500
357,24.8163,1 4 3 0 2 0 6 4 1 5 0 ,5,5000,200,0.1,0.6,100,100,500
212,24.8163,0 3 1 3 6 4 0 4 2 5 3 ,5,5000,200,0.1,0.6,100,100,500
283,24.8163,3 4 6 2 3 5 4 4 0 2 1 ,5,5000,200,0.1,0.6,100,100,500
214,24.8163,3 5 2 0 3 0 1 2 4 2 6 ,5,5000,200,0.1,0.6,100,100,500
340,24.8163,2 4 1 4 2 0 3 0 6 5 0 ,5,5000,200,0.1,0.6,100,100,500
268,24.8163,4 2 1 2 4 5 0 0 6 0 3 ,5,5000,200,0.1,0.6,100,100,500
319,24.8163,3 2 6 4 3 4 1 2 0 5 2 ,5,5000,200,0.1,0.6,100,100,500
254,24.8163,0 1 2 4 3 1 6 4 0 5 1 ,5,5000,200,0.1,0.5,100,100,500
288,24.8163,1 2 4 0 3 5 0 0 6 2 1 ,5,5000,200,0.1,0.5,100,100,500
222,24.8163,1 2 1 3 4 5 3 2 0 3 6 ,5,5000,200,0.1,0.5,100,100,500
243,24.8163,2 4 2 3 6 3 1 4 0 5 3 ,5,5000,200,0.1,0.5,100,100,500
265,24.8163,2 3 1 3 2 0 4 5 0 0 6 ,5,5000,200,0.1,0.5,100,100,500
280,24.8163,2 4 6 5 4 4 0 1 2 1 3 ,5,5000,200,0.1,0.5,100,100,500
293,24.8163,3 4 2 0 6 4 3 0 1 5 0 ,5,5000,200,0.1,0.5,100,100,500
240,24.8163,1 4 3 0 2 0 6 4 1 5 0 ,5,5000,200,0.1,0.5,100,100,500
211,24.8163,4 1 4 5 3 3 6 1 0 3 2 ,5,5000,200,0.1,0.5,100,100,500
215,24.8163,1 5 4 4 2 4 6 0 1 0 3 ,5,5000,200,0.1,0.5,100,100,500
