iter_count,highest_fit,best_circuit,no_units,iter_max,best_count_lim,p_mutation,p_crossing,no_circuits,value_weight,waste_weight
542,165.753,9 3 9 2 4 3 0 10 8 0 11 8 7 8 5 8 1 3 2 8 6 ,10,5000,200,0.01,0.7,100,100,500
527,165.753,4 5 6 3 7 1 8 10 5 5 9 3 1 5 2 3 4 7 11 5 0 ,10,5000,200,0.01,0.7,100,100,500
783,165.753,2 9 11 3 5 3 4 6 7 3 1 3 8 10 3 6 9 7 0 6 2 ,10,5000,200,0.01,0.7,100,100,500
570,165.753,6 10 9 9 8 0 3 0 6 9 1 9 4 9 5 3 11 2 7 0 2 ,10,5000,200,0.01,0.7,100,100,500
682,165.753,9 10 8 0 9 8 7 8 2 0 1 1 11 4 5 8 6 0 4 8 3 ,10,5000,200,0.01,0.7,100,100,500
893,165.753,4 2 5 0 9 10 0 0 1 0 7 2 8 8 11 0 3 2 4 5 6 ,10,5000,200,0.01,0.7,100,100,500
723,165.753,5 4 8 8 11 9 6 9 7 10 9 9 3 0 1 9 2 4 5 4 0 ,10,5000,200,0.01,0.7,100,100,500
900,165.753,5 10 9 9 2 9 7 4 11 0 5 9 8 0 4 6 3 9 1 0 6 ,10,5000,200,0.01,0.7,100,100,500
1036,108.272,0 1 4 5 6 3 1 10 1 2 9 10 3 5 8 8 11 2 0 1 7 ,10,5000,200,0.01,0.7,100,100,500
957,165.753,4 10 3 3 6 5 11 0 8 3 7 0 4 8 2 3 9 0 5 3 1 ,10,5000,200,0.01,0.7,100,100,500
846,165.753,9 10 6 6 2 6 8 5 11 7 3 0 9 0 7 0 5 6 4 6 1 ,10,5000,200,0.01,0.6,100,100,500
654,165.753,0 4 5 9 11 8 9 2 1 8 2 4 6 4 7 4 3 10 4 8 0 ,10,5000,200,0.01,0.6,100,100,500
812,165.753,5 7 6 3 0 3 8 4 7 10 3 3 2 9 11 4 9 3 1 4 5 ,10,5000,200,0.01,0.6,100,100,500
487,165.753,2 10 4 4 8 4 7 4 1 0 5 0 9 9 11 4 3 5 6 0 2 ,10,5000,200,0.01,0.6,100,100,500
906,165.753,1 4 9 2 5 4 0 2 6 10 2 2 8 0 7 9 11 2 3 4 1 ,10,5000,200,0.01,0.6,100,100,500
561,119.322,0 4 8 9 0 1 6 6 5 9 1 0 11 1 7 4 3 1 2 10 4 ,10,5000,200,0.01,0.6,100,100,500
624,71.5461,0 4 8 6 5 7 3 9 0 9 2 3 11 9 3 9 3 4 1 10 4 ,10,5000,200,0.01,0.6,100,100,500
1290,134.897,9 3 6 4 9 3 5 4 1 10 1 1 11 3 7 3 2 3 0 3 8 ,10,5000,200,0.01,0.6,100,100,500
612,165.753,2 10 1 0 9 1 5 0 2 9 6 1 8 3 11 1 4 1 7 0 3 ,10,5000,200,0.01,0.6,100,100,500
505,161.069,0 2 3 2 9 6 5 2 4 2 7 6 0 10 2 2 1 5 11 2 8 ,10,5000,200,0.01,0.6,100,100,500
435,165.753,1 6 2 4 3 6 1 4 9 6 0 4 7 10 4 0 8 2 11 4 5 ,10,5000,200,0.01,0.5,100,100,500
439,165.753,4 10 8 8 3 0 7 2 6 8 9 8 1 7 11 0 4 0 2 8 5 ,10,5000,200,0.01,0.5,100,100,500
564,165.753,2 5 1 5 2 9 8 1 11 9 7 10 9 0 3 9 6 9 4 5 0 ,10,5000,200,0.01,0.5,100,100,500
418,165.753,5 9 8 2 11 7 5 7 2 9 6 9 0 3 1 10 9 9 4 7 3 ,10,5000,200,0.01,0.5,100,100,500
534,144.133,4 6 7 6 0 10 9 4 11 6 1 2 4 2 5 6 8 5 3 10 6 ,10,5000,200,0.01,0.5,100,100,500
767,165.753,5 8 9 4 0 10 4 2 5 2 8 4 7 4 1 4 6 2 3 3 11 ,10,5000,200,0.01,0.5,100,100,500
475,165.753,4 9 1 5 11 3 7 6 9 3 2 6 4 10 3 3 8 3 0 6 5 ,10,5000,200,0.01,0.5,100,100,500
526,165.753,3 1 5 10 0 1 3 0 4 0 8 1 2 0 9 2 11 0 6 5 7 ,10,5000,200,0.01,0.5,100,100,500
792,96.6263,9 10 2 2 5 0 7 8 2 0 9 9 11 8 1 0 4 0 3 8 6 ,10,5000,200,0.01,0.5,100,100,500
660,165.753,7 3 7 4 6 9 5 10 9 3 0 9 1 0 11 9 8 9 2 3 4 ,10,5000,200,0.01,0.5,100,100,500
