iter_count,highest_fit,best_circuit,no_units,iter_max,best_count_lim,p_mutation,p_crossing,no_circuits,value_weight,waste_weight
286,24.8163,1 4 6 4 0 5 4 2 1 2 3 ,5,5000,200,0.25,0.9,100,100,500
373,24.8163,2 4 2 4 0 1 3 1 6 5 1 ,5,5000,200,0.25,0.9,100,100,500
209,21.5951,1 4 2 4 0 4 6 5 4 3 1 ,5,5000,200,0.25,0.9,100,100,500
210,24.8163,4 5 1 0 3 1 6 0 4 1 2 ,5,5000,200,0.25,0.9,100,100,500
254,24.8163,1 2 3 0 4 5 0 2 1 0 6 ,5,5000,200,0.25,0.9,100,100,500
216,24.8163,1 2 6 2 0 4 3 4 1 5 2 ,5,5000,200,0.5,0.9,100,100,500
412,21.5951,3 2 1 2 6 4 3 2 0 5 2 ,5,5000,200,0.5,0.9,100,100,500
628,24.8163,1 2 6 2 0 4 3 4 1 5 2 ,5,5000,200,0.5,0.9,100,100,500
262,21.5951,4 1 4 5 0 0 6 0 2 0 3 ,5,5000,200,0.5,0.9,100,100,500
203,21.5301,4 1 2 5 0 1 4 2 6 0 3 ,5,5000,200,0.5,0.9,100,100,500
527,21.5951,3 5 4 4 2 4 6 4 1 0 3 ,5,5000,200,0.5,0.9,100,100,500
458,21.5951,3 4 3 0 2 0 6 0 1 5 0 ,5,5000,200,0.5,0.9,100,100,500
413,21.5951,0 1 4 2 0 5 1 1 6 1 3 ,5,5000,200,0.5,0.9,100,100,500
410,24.8163,3 2 4 0 6 5 0 0 1 2 3 ,5,5000,200,0.5,0.9,100,100,500
393,21.5951,2 5 3 3 6 3 4 0 2 3 1 ,5,5000,200,0.5,0.9,100,100,500
